ase_id,chr,strand,out_donor,out_acceptor,in_junction
17@-@81511763^81511626-@81511765^81511763-81511627^81511625-,17,-,81511763^,81511626-,81511765^81511763-81511627^81511625-
17@-@81511927^81511578-@81511929^81511927-81511579^81511577-,17,-,81511927^,81511578-,81511929^81511927-81511579^81511577-
17@-@81511903^81511626-@81511905^81511903-81511627^81511625-,17,-,81511903^,81511626-,81511905^81511903-81511627^81511625-
17@-@81511903^81511803-@81511905^81511903-81511804^81511802-,17,-,81511903^,81511803-,81511905^81511903-81511804^81511802-
17@-@81511188^81511108-@81511190^81511188-81511109^81511107-,17,-,81511188^,81511108-,81511190^81511188-81511109^81511107-
17@-@81510479^81510329-@81510481^81510479-81510330^81510328-,17,-,81510479^,81510329-,81510481^81510479-81510330^81510328-
17@-@81510396^81510287-@81510398^81510396-81510288^81510286-,17,-,81510396^,81510287-,81510398^81510396-81510288^81510286-
17@-@81846947^81846629-@81846949^81846947-81846630^81846628-,17,-,81846947^,81846629-,81846949^81846947-81846630^81846628-
17@-@81860327^81859387-@81860329^81860327-81859388^81859386-,17,-,81860327^,81859387-,81860329^81860327-81859388^81859386-
17@-@81846947^81846629-@81846949^81846947-81846630^81846628-,17,-,81846947^,81846629-,81846949^81846947-81846630^81846628-
17@-@81846947^81846629-@81846949^81846947-81846630^81846628-,17,-,81846947^,81846629-,81846949^81846947-81846630^81846628-
17@-@81845871^81845742-@81845873^81845871-81845743^81845741-,17,-,81845871^,81845742-,81845873^81845871-81845743^81845741-
17@-@81845460^81845230-@81845462^81845460-81845231^81845229-,17,-,81845460^,81845230-,81845462^81845460-81845231^81845229-
17@-@81845561^81845230-@81845563^81845561-81845231^81845229-,17,-,81845561^,81845230-,81845563^81845561-81845231^81845229-
17@-@81845561^81845230-@81845563^81845561-81845231^81845229-,17,-,81845561^,81845230-,81845563^81845561-81845231^81845229-
17@-@81845871^81845742-@81845873^81845871-81845743^81845741-,17,-,81845871^,81845742-,81845873^81845871-81845743^81845741-
17@-@81845144^81844092-@81845146^81845144-81844093^81844091-,17,-,81845144^,81844092-,81845146^81845144-81844093^81844091-
17@+@42610590^42612075-@42610589^42610591-42612075^42612077-,17,+,42610590^,42612075-,42610589^42610591-42612075^42612077-
17@+@42610629^42612075-@42610628^42610630-42612075^42612077-,17,+,42610629^,42612075-,42610628^42610630-42612075^42612077-
17@+@42612143^42612427-@42612142^42612144-42612427^42612429-,17,+,42612143^,42612427-,42612142^42612144-42612427^42612429-
17@+@42612143^42612427-@42612142^42612144-42612427^42612429-,17,+,42612143^,42612427-,42612142^42612144-42612427^42612429-
17@+@42610590^42612075-@42610589^42610591-42612075^42612077-,17,+,42610590^,42612075-,42610589^42610591-42612075^42612077-
17@+@42613733^42613849-@42613732^42613734-42613849^42613851-,17,+,42613733^,42613849-,42613732^42613734-42613849^42613851-
17@+@42613998^42614260-@42613997^42613999-42614260^42614262-,17,+,42613998^,42614260-,42613997^42613999-42614260^42614262-
17@+@42614136^42614260-@42614135^42614137-42614260^42614262-,17,+,42614136^,42614260-,42614135^42614137-42614260^42614262-
17@+@42614412^42614496-@42614411^42614413-42614496^42614498-,17,+,42614412^,42614496-,42614411^42614413-42614496^42614498-
17@+@42614412^42614496-@42614411^42614413-42614496^42614498-,17,+,42614412^,42614496-,42614411^42614413-42614496^42614498-
17@+@42613998^42614260-@42613997^42613999-42614260^42614262-,17,+,42613998^,42614260-,42613997^42613999-42614260^42614262-
17@+@42613733^42613849-@42613732^42613734-42613849^42613851-,17,+,42613733^,42613849-,42613732^42613734-42613849^42613851-
17@-@42760635^42760513-@42760637^42760635-42760514^42760512-,17,-,42760635^,42760513-,42760637^42760635-42760514^42760512-
17@-@35106386^35106249-@35106388^35106386-35106250^35106248-,17,-,35106386^,35106249-,35106388^35106386-35106250^35106248-
17@-@553380^551950-@553382^553380-551951^551949-,17,-,553380^,551950-,553382^553380-551951^551949-
17@-@553433^551950-@553435^553433-551951^551949-,17,-,553433^,551950-,553435^553433-551951^551949-
17@-@512372^511743-@512374^512372-511744^511742-,17,-,512372^,511743-,512374^512372-511744^511742-
17@-@710533^708787-@710535^710533-708788^708786-,17,-,710533^,708787-,710535^710533-708788^708786-
17@-@81682491^81682149-@81682493^81682491-81682150^81682148-,17,-,81682491^,81682149-,81682493^81682491-81682150^81682148-
17@-@81682443^81682149-@81682445^81682443-81682150^81682148-,17,-,81682443^,81682149-,81682445^81682443-81682150^81682148-
17@-@81683013^81682149-@81683015^81683013-81682150^81682148-,17,-,81683013^,81682149-,81683015^81683013-81682150^81682148-
17@-@81683013^81682675-@81683015^81683013-81682676^81682674-,17,-,81683013^,81682675-,81683015^81683013-81682676^81682674-
17@-@81683536^81683126-@81683538^81683536-81683127^81683125-,17,-,81683536^,81683126-,81683538^81683536-81683127^81683125-
17@+@7853380^7853498-@7853379^7853381-7853498^7853500-,17,+,7853380^,7853498-,7853379^7853381-7853498^7853500-
17@+@68248086^68248640-@68248085^68248087-68248640^68248642-,17,+,68248086^,68248640-,68248085^68248087-68248640^68248642-
17@+@68250470^68250794-@68250469^68250471-68250794^68250796-,17,+,68250470^,68250794-,68250469^68250471-68250794^68250796-
17@-@75503659^75503527-@75503661^75503659-75503528^75503526-,17,-,75503659^,75503527-,75503661^75503659-75503528^75503526-
17@+@75516910^75517009-@75516909^75516911-75517009^75517011-,17,+,75516910^,75517009-,75516909^75516911-75517009^75517011-
17@+@75521510^75522007-@75521509^75521511-75522007^75522009-,17,+,75521510^,75522007-,75521509^75521511-75522007^75522009-
17@+@75521510^75521705-@75521509^75521511-75521705^75521707-,17,+,75521510^,75521705-,75521509^75521511-75521705^75521707-
17@+@75521510^75521705-@75521509^75521511-75521705^75521707-,17,+,75521510^,75521705-,75521509^75521511-75521705^75521707-
17@+@75522333^75523275-@75522332^75522334-75523275^75523277-,17,+,75522333^,75523275-,75522332^75522334-75523275^75523277-
17@+@75522535^75523275-@75522534^75522536-75523275^75523277-,17,+,75522535^,75523275-,75522534^75522536-75523275^75523277-
17@+@75522521^75523250-@75522520^75522522-75523250^75523252-,17,+,75522521^,75523250-,75522520^75522522-75523250^75523252-
17@+@75522521^75523275-@75522520^75522522-75523275^75523277-,17,+,75522521^,75523275-,75522520^75522522-75523275^75523277-
17@+@75522333^75523275-@75522332^75522334-75523275^75523277-,17,+,75522333^,75523275-,75522332^75522334-75523275^75523277-
17@+@75522535^75523275-@75522534^75522536-75523275^75523277-,17,+,75522535^,75523275-,75522534^75522536-75523275^75523277-
17@+@75521510^75521676-@75521509^75521511-75521676^75521678-,17,+,75521510^,75521676-,75521509^75521511-75521676^75521678-
17@+@75521510^75521705-@75521509^75521511-75521705^75521707-,17,+,75521510^,75521705-,75521509^75521511-75521705^75521707-
17@+@75574495^75574610-@75574494^75574496-75574610^75574612-,17,+,75574495^,75574610-,75574494^75574496-75574610^75574612-
17@+@75574260^75574610-@75574259^75574261-75574610^75574612-,17,+,75574260^,75574610-,75574259^75574261-75574610^75574612-
17@+@75574260^75574453-@75574259^75574261-75574453^75574455-,17,+,75574260^,75574453-,75574259^75574261-75574453^75574455-
17@-@81120828^81120399-@81120830^81120828-81120400^81120398-,17,-,81120828^,81120399-,81120830^81120828-81120400^81120398-
17@+@81181694^81181966-@81181693^81181695-81181966^81181968-,17,+,81181694^,81181966-,81181693^81181695-81181966^81181968-
17@-@81237387^81237071-@81237389^81237387-81237072^81237070-,17,-,81237387^,81237071-,81237389^81237387-81237072^81237070-
17@+@82929500^82930522-@82929499^82929501-82930522^82930524-,17,+,82929500^,82930522-,82929499^82929501-82930522^82930524-
17@-@50199556^50199453-@50199558^50199556-50199454^50199452-,17,-,50199556^,50199453-,50199558^50199556-50199454^50199452-
17@-@50187015^50186922-@50187017^50187015-50186923^50186921-,17,-,50187015^,50186922-,50187017^50187015-50186923^50186921-
17@+@50214530^50214608-@50214529^50214531-50214608^50214610-,17,+,50214530^,50214608-,50214529^50214531-50214608^50214610-
17@+@50214316^50214410-@50214315^50214317-50214410^50214412-,17,+,50214316^,50214410-,50214315^50214317-50214410^50214412-
17@+@50214174^50214608-@50214173^50214175-50214608^50214610-,17,+,50214174^,50214608-,50214173^50214175-50214608^50214610-
17@+@50214174^50214410-@50214173^50214175-50214410^50214412-,17,+,50214174^,50214410-,50214173^50214175-50214410^50214412-
17@+@50375512^50375797-@50375511^50375513-50375797^50375799-,17,+,50375512^,50375797-,50375511^50375513-50375797^50375799-
17@+@50169104^50170143-@50169103^50169105-50170143^50170145-,17,+,50169104^,50170143-,50169103^50169105-50170143^50170145-
17@+@50169254^50170143-@50169253^50169255-50170143^50170145-,17,+,50169254^,50170143-,50169253^50169255-50170143^50170145-
17@+@62578574^62580111-@62578573^62578575-62580111^62580113-,17,+,62578574^,62580111-,62578573^62578575-62580111^62580113-
17@-@44262852^44262726-@44262854^44262852-44262727^44262725-,17,-,44262852^,44262726-,44262854^44262852-44262727^44262725-
17@+@44313503^44314735-@44313502^44313504-44314735^44314737-,17,+,44313503^,44314735-,44313502^44313504-44314735^44314737-
17@+@44316522^44316619-@44316521^44316523-44316619^44316621-,17,+,44316522^,44316619-,44316521^44316523-44316619^44316621-
17@-@44321434^44321231-@44321436^44321434-44321232^44321230-,17,-,44321434^,44321231-,44321436^44321434-44321232^44321230-
17@-@44320355^44320276-@44320357^44320355-44320277^44320275-,17,-,44320355^,44320276-,44320357^44320355-44320277^44320275-
17@+@44345334^44345531-@44345333^44345335-44345531^44345533-,17,+,44345334^,44345531-,44345333^44345335-44345531^44345533-
17@+@44345334^44345566-@44345333^44345335-44345566^44345568-,17,+,44345334^,44345566-,44345333^44345335-44345566^44345568-
17@+@44349302^44349426-@44349301^44349303-44349426^44349428-,17,+,44349302^,44349426-,44349301^44349303-44349426^44349428-
17@-@44384538^44384354-@44384540^44384538-44384355^44384353-,17,-,44384538^,44384354-,44384540^44384538-44384355^44384353-
17@-@44384085^44383946-@44384087^44384085-44383947^44383945-,17,-,44384085^,44383946-,44384087^44384085-44383947^44383945-
17@-@44380879^44380645-@44380881^44380879-44380646^44380644-,17,-,44380879^,44380645-,44380881^44380879-44380646^44380644-
17@-@28926991^28924302-@28926993^28926991-28924303^28924301-,17,-,28926991^,28924302-,28926993^28926991-28924303^28924301-
17@-@74864148^74864067-@74864150^74864148-74864068^74864066-,17,-,74864148^,74864067-,74864150^74864148-74864068^74864066-
17@-@74958673^74958478-@74958675^74958673-74958479^74958477-,17,-,74958673^,74958478-,74958675^74958673-74958479^74958477-
17@+@7012777^7013666-@7012776^7012778-7013666^7013668-,17,+,7012777^,7013666-,7012776^7012778-7013666^7013668-
17@+@7014277^7015062-@7014276^7014278-7015062^7015064-,17,+,7014277^,7015062-,7014276^7014278-7015062^7015064-
17@+@7014878^7015062-@7014877^7014879-7015062^7015064-,17,+,7014878^,7015062-,7014877^7014879-7015062^7015064-
17@-@7075731^7075222-@7075733^7075731-7075223^7075221-,17,-,7075731^,7075222-,7075733^7075731-7075223^7075221-
17@-@7178494^7177076-@7178496^7178494-7177077^7177075-,17,-,7178494^,7177076-,7178496^7178494-7177077^7177075-
17@-@7194319^7194000-@7194321^7194319-7194001^7193999-,17,-,7194319^,7194000-,7194321^7194319-7194001^7193999-
17@+@7220529^7220604-@7220528^7220530-7220604^7220606-,17,+,7220529^,7220604-,7220528^7220530-7220604^7220606-
17@+@7220197^7220604-@7220196^7220198-7220604^7220606-,17,+,7220197^,7220604-,7220196^7220198-7220604^7220606-
17@+@7220197^7220464-@7220196^7220198-7220464^7220466-,17,+,7220197^,7220464-,7220196^7220198-7220464^7220466-
17@+@7220830^7220924-@7220829^7220831-7220924^7220926-,17,+,7220830^,7220924-,7220829^7220831-7220924^7220926-
17@+@7222865^7223133-@7222864^7222866-7223133^7223135-,17,+,7222865^,7223133-,7222864^7222866-7223133^7223135-
17@+@7223875^7223968-@7223874^7223876-7223968^7223970-,17,+,7223875^,7223968-,7223874^7223876-7223968^7223970-
17@+@7223858^7223968-@7223857^7223859-7223968^7223970-,17,+,7223858^,7223968-,7223857^7223859-7223968^7223970-
17@+@7224393^7224484-@7224392^7224394-7224484^7224486-,17,+,7224393^,7224484-,7224392^7224394-7224484^7224486-
17@+@7224393^7224480-@7224392^7224394-7224480^7224482-,17,+,7224393^,7224480-,7224392^7224394-7224480^7224482-
17@-@7230728^7230430-@7230730^7230728-7230431^7230429-,17,-,7230728^,7230430-,7230730^7230728-7230431^7230429-
17@-@7236481^7236118-@7236483^7236481-7236119^7236117-,17,-,7236481^,7236118-,7236483^7236481-7236119^7236117-
17@-@7292026^7291182-@7292028^7292026-7291183^7291181-,17,-,7292026^,7291182-,7292028^7292026-7291183^7291181-
17@-@35864246^35863559-@35864248^35864246-35863560^35863558-,17,-,35864246^,35863559-,35864248^35864246-35863560^35863558-
17@-@44910615^44910260-@44910617^44910615-44910261^44910259-,17,-,44910615^,44910260-,44910617^44910615-44910261^44910259-
17@-@44904766^44904554-@44904768^44904766-44904555^44904553-,17,-,44904766^,44904554-,44904768^44904766-44904555^44904553-
17@+@29607877^29607986-@29607876^29607878-29607986^29607988-,17,+,29607877^,29607986-,29607876^29607878-29607986^29607988-
17@+@29609275^29609355-@29609274^29609276-29609355^29609357-,17,+,29609275^,29609355-,29609274^29609276-29609355^29609357-
17@+@29613719^29614263-@29613718^29613720-29614263^29614265-,17,+,29613719^,29614263-,29613718^29613720-29614263^29614265-
17@-@58526932^58526313-@58526934^58526932-58526314^58526312-,17,-,58526932^,58526313-,58526934^58526932-58526314^58526312-
17@-@58526767^58526313-@58526769^58526767-58526314^58526312-,17,-,58526767^,58526313-,58526769^58526767-58526314^58526312-
17@-@58526682^58526313-@58526684^58526682-58526314^58526312-,17,-,58526682^,58526313-,58526684^58526682-58526314^58526312-
17@-@58521967^58521853-@58521969^58521967-58521854^58521852-,17,-,58521967^,58521853-,58521969^58521967-58521854^58521852-
17@-@58520998^58520842-@58521000^58520998-58520843^58520841-,17,-,58520998^,58520842-,58521000^58520998-58520843^58520841-
17@-@58520998^58520789-@58521000^58520998-58520790^58520788-,17,-,58520998^,58520789-,58521000^58520998-58520790^58520788-
17@-@48804772^48804523-@48804774^48804772-48804524^48804522-,17,-,48804772^,48804523-,48804774^48804772-48804524^48804522-
17@-@48804772^48803928-@48804774^48804772-48803929^48803927-,17,-,48804772^,48803928-,48804774^48804772-48803929^48803927-
17@-@7924145^7924062-@7924147^7924145-7924063^7924061-,17,-,7924145^,7924062-,7924147^7924145-7924063^7924061-
17@+@7560817^7560999-@7560816^7560818-7560999^7561001-,17,+,7560817^,7560999-,7560816^7560818-7560999^7561001-
17@+@74481326^74481726-@74481325^74481327-74481726^74481728-,17,+,74481326^,74481726-,74481325^74481327-74481726^74481728-
17@-@82051294^82050764-@82051296^82051294-82050765^82050763-,17,-,82051294^,82050764-,82051296^82051294-82050765^82050763-
17@-@82051012^82050764-@82051014^82051012-82050765^82050763-,17,-,82051012^,82050764-,82051014^82051012-82050765^82050763-
17@-@82049918^82049842-@82049920^82049918-82049843^82049841-,17,-,82049918^,82049842-,82049920^82049918-82049843^82049841-
17@-@82050402^82050006-@82050404^82050402-82050007^82050005-,17,-,82050402^,82050006-,82050404^82050402-82050007^82050005-
17@-@82049031^82048807-@82049033^82049031-82048808^82048806-,17,-,82049031^,82048807-,82049033^82049031-82048808^82048806-
17@-@82061618^82061353-@82061620^82061618-82061354^82061352-,17,-,82061618^,82061353-,82061620^82061618-82061354^82061352-
17@-@82061557^82061353-@82061559^82061557-82061354^82061352-,17,-,82061557^,82061353-,82061559^82061557-82061354^82061352-
17@-@82058781^82058416-@82058783^82058781-82058417^82058415-,17,-,82058781^,82058416-,82058783^82058781-82058417^82058415-
17@-@82058781^82058408-@82058783^82058781-82058409^82058407-,17,-,82058781^,82058408-,82058783^82058781-82058409^82058407-
17@-@8881788^8881712-@8881790^8881788-8881713^8881711-,17,-,8881788^,8881712-,8881790^8881788-8881713^8881711-
17@-@17817696^17817591-@17817698^17817696-17817592^17817590-,17,-,17817696^,17817591-,17817698^17817696-17817592^17817590-
17@-@39906961^39906271-@39906963^39906961-39906272^39906270-,17,-,39906961^,39906271-,39906963^39906961-39906272^39906270-
17@-@15684196^15683157-@15684198^15684196-15683158^15683156-,17,-,15684196^,15683157-,15684198^15684196-15683158^15683156-
17@-@15628874^15628061-@15628876^15628874-15628062^15628060-,17,-,15628874^,15628061-,15628876^15628874-15628062^15628060-
17@+@15700168^15700273-@15700167^15700169-15700273^15700275-,17,+,15700168^,15700273-,15700167^15700169-15700273^15700275-
17@+@15734874^15734969-@15734873^15734875-15734969^15734971-,17,+,15734874^,15734969-,15734873^15734875-15734969^15734971-
17@+@15737523^15737997-@15737522^15737524-15737997^15737999-,17,+,15737523^,15737997-,15737522^15737524-15737997^15737999-
17@+@15738077^15738280-@15738076^15738078-15738280^15738282-,17,+,15738077^,15738280-,15738076^15738078-15738280^15738282-
17@-@69153831^69153399-@69153833^69153831-69153400^69153398-,17,-,69153831^,69153399-,69153833^69153831-69153400^69153398-
17@+@7383089^7383250-@7383088^7383090-7383250^7383252-,17,+,7383089^,7383250-,7383088^7383090-7383250^7383252-
17@+@7383089^7383228-@7383088^7383090-7383228^7383230-,17,+,7383089^,7383228-,7383088^7383090-7383228^7383230-
17@-@35445373^35444701-@35445375^35445373-35444702^35444700-,17,-,35445373^,35444701-,35445375^35445373-35444702^35444700-
17@-@35445656^35444701-@35445658^35445656-35444702^35444700-,17,-,35445656^,35444701-,35445658^35445656-35444702^35444700-
17@-@41505447^41505235-@41505449^41505447-41505236^41505234-,17,-,41505447^,41505235-,41505449^41505447-41505236^41505234-
17@-@41505447^41505235-@41505449^41505447-41505236^41505234-,17,-,41505447^,41505235-,41505449^41505447-41505236^41505234-
17@-@41517083^41516964-@41517085^41517083-41516965^41516963-,17,-,41517083^,41516964-,41517085^41517083-41516965^41516963-
17@+@41689941^41690088-@41689940^41689942-41690088^41690090-,17,+,41689941^,41690088-,41689940^41689942-41690088^41690090-
17@+@74203770^74203918-@74203769^74203771-74203918^74203920-,17,+,74203770^,74203918-,74203769^74203771-74203918^74203920-
17@-@78997840^78997644-@78997842^78997840-78997645^78997643-,17,-,78997840^,78997644-,78997842^78997840-78997645^78997643-
17@-@8493733^8493024-@8493735^8493733-8493025^8493023-,17,-,8493733^,8493024-,8493735^8493733-8493025^8493023-
17@-@8484138^8481410-@8484140^8484138-8481411^8481409-,17,-,8484138^,8481410-,8484140^8484138-8481411^8481409-
17@-@8480110^8478446-@8480112^8480110-8478447^8478445-,17,-,8480110^,8478446-,8480112^8480110-8478447^8478445-
17@-@8478338^8477048-@8478340^8478338-8477049^8477047-,17,-,8478338^,8477048-,8478340^8478338-8477049^8477047-
17@-@16349140^16348685-@16349142^16349140-16348686^16348684-,17,-,16349140^,16348685-,16349142^16349140-16348686^16348684-
17@+@68524077^68524912-@68524076^68524078-68524912^68524914-,17,+,68524077^,68524912-,68524076^68524078-68524912^68524914-
17@+@68524958^68525754-@68524957^68524959-68525754^68525756-,17,+,68524958^,68525754-,68524957^68524959-68525754^68525756-
17@+@68528991^68529920-@68528990^68528992-68529920^68529922-,17,+,68528991^,68529920-,68528990^68528992-68529920^68529922-
17@-@41988732^41987910-@41988734^41988732-41987911^41987909-,17,-,41988732^,41987910-,41988734^41988732-41987911^41987909-
17@+@42022472^42022570-@42022471^42022473-42022570^42022572-,17,+,42022472^,42022570-,42022471^42022473-42022570^42022572-
17@+@42022472^42022565-@42022471^42022473-42022565^42022567-,17,+,42022472^,42022565-,42022471^42022473-42022565^42022567-
17@-@41622355^41621754-@41622357^41622355-41621755^41621753-,17,-,41622355^,41621754-,41622357^41622355-41621755^41621753-
17@+@28747947^28748017-@28747946^28747948-28748017^28748019-,17,+,28747947^,28748017-,28747946^28747948-28748017^28748019-
17@+@18235537^18236607-@18235536^18235538-18236607^18236609-,17,+,18235537^,18236607-,18235536^18235538-18236607^18236609-
17@+@18236939^18237481-@18236938^18236940-18237481^18237483-,17,+,18236939^,18237481-,18236938^18236940-18237481^18237483-
17@+@18155225^18155314-@18155224^18155226-18155314^18155316-,17,+,18155225^,18155314-,18155224^18155226-18155314^18155316-
17@+@18155225^18155319-@18155224^18155226-18155319^18155321-,17,+,18155225^,18155319-,18155224^18155226-18155319^18155321-
17@+@18157230^18157722-@18157229^18157231-18157722^18157724-,17,+,18157230^,18157722-,18157229^18157231-18157722^18157724-
17@+@18157230^18157722-@18157229^18157231-18157722^18157724-,17,+,18157230^,18157722-,18157229^18157231-18157722^18157724-
17@+@18159347^18159935-@18159346^18159348-18159935^18159937-,17,+,18159347^,18159935-,18159346^18159348-18159935^18159937-
17@+@64534737^64536602-@64534736^64534738-64536602^64536604-,17,+,64534737^,64536602-,64534736^64534738-64536602^64536604-
17@-@43883203^43883052-@43883205^43883203-43883053^43883051-,17,-,43883203^,43883052-,43883205^43883203-43883053^43883051-
17@+@82483779^82484813-@82483778^82483780-82484813^82484815-,17,+,82483779^,82484813-,82483778^82483780-82484813^82484815-
17@-@1640448^1640040-@1640450^1640448-1640041^1640039-,17,-,1640448^,1640040-,1640450^1640448-1640041^1640039-
17@-@1640448^1639970-@1640450^1640448-1639971^1639969-,17,-,1640448^,1639970-,1640450^1640448-1639971^1639969-
17@+@7770639^7770753-@7770638^7770640-7770753^7770755-,17,+,7770639^,7770753-,7770638^7770640-7770753^7770755-
17@+@7786342^7786570-@7786341^7786343-7786570^7786572-,17,+,7786342^,7786570-,7786341^7786343-7786570^7786572-
17@+@7258683^7259571-@7258682^7258684-7259571^7259573-,17,+,7258683^,7259571-,7258682^7258684-7259571^7259573-
17@+@35820075^35820332-@35820074^35820076-35820332^35820334-,17,+,35820075^,35820332-,35820074^35820076-35820332^35820334-
17@-@38810468^38810400-@38810470^38810468-38810401^38810399-,17,-,38810468^,38810400-,38810470^38810468-38810401^38810399-
17@+@63535823^63535983-@63535822^63535824-63535983^63535985-,17,+,63535823^,63535983-,63535822^63535824-63535983^63535985-
17@+@63579448^63579825-@63579447^63579449-63579825^63579827-,17,+,63579448^,63579825-,63579447^63579449-63579825^63579827-
17@+@63589237^63594203-@63589236^63589238-63594203^63594205-,17,+,63589237^,63594203-,63589236^63589238-63594203^63594205-
17@+@63606440^63607287-@63606439^63606441-63607287^63607289-,17,+,63606440^,63607287-,63606439^63606441-63607287^63607289-
17@-@7043775^7043519-@7043777^7043775-7043520^7043518-,17,-,7043775^,7043519-,7043777^7043775-7043520^7043518-
17@-@7041996^7041908-@7041998^7041996-7041909^7041907-,17,-,7041996^,7041908-,7041998^7041996-7041909^7041907-
17@-@75914830^75914292-@75914832^75914830-75914293^75914291-,17,-,75914830^,75914292-,75914832^75914830-75914293^75914291-
17@+@19282077^19282950-@19282076^19282078-19282950^19282952-,17,+,19282077^,19282950-,19282076^19282078-19282950^19282952-
17@-@82193982^82193830-@82193984^82193982-82193831^82193829-,17,-,82193982^,82193830-,82193984^82193982-82193831^82193829-
17@-@4938339^4938253-@4938341^4938339-4938254^4938252-,17,-,4938339^,4938253-,4938341^4938339-4938254^4938252-
17@+@4940642^4940873-@4940641^4940643-4940873^4940875-,17,+,4940642^,4940873-,4940641^4940643-4940873^4940875-
17@+@4940726^4940873-@4940725^4940727-4940873^4940875-,17,+,4940726^,4940873-,4940725^4940727-4940873^4940875-
17@+@4940726^4940923-@4940725^4940727-4940923^4940925-,17,+,4940726^,4940923-,4940725^4940727-4940923^4940925-
17@-@4959760^4959643-@4959762^4959760-4959644^4959642-,17,-,4959760^,4959643-,4959762^4959760-4959644^4959642-
17@-@5034477^5034358-@5034479^5034477-5034359^5034357-,17,-,5034477^,5034358-,5034479^5034477-5034359^5034357-
17@-@5033479^5033384-@5033481^5033479-5033385^5033383-,17,-,5033479^,5033384-,5033481^5033479-5033385^5033383-
17@+@80415518^80415650-@80415517^80415519-80415650^80415652-,17,+,80415518^,80415650-,80415517^80415519-80415650^80415652-
17@+@80415518^80415650-@80415517^80415519-80415650^80415652-,17,+,80415518^,80415650-,80415517^80415519-80415650^80415652-
17@+@80429831^80430041-@80429830^80429832-80430041^80430043-,17,+,80429831^,80430041-,80429830^80429832-80430041^80430043-
17@-@80059337^80058896-@80059339^80059337-80058897^80058895-,17,-,80059337^,80058896-,80059339^80059337-80058897^80058895-
17@-@18641828^18641733-@18641830^18641828-18641734^18641732-,17,-,18641828^,18641733-,18641830^18641828-18641734^18641732-
17@-@49409042^49406854-@49409044^49409042-49406855^49406853-,17,-,49409042^,49406854-,49409044^49409042-49406855^49406853-
17@+@44075087^44075310-@44075086^44075088-44075310^44075312-,17,+,44075087^,44075310-,44075086^44075088-44075310^44075312-
17@-@5109394^5109052-@5109396^5109394-5109053^5109051-,17,-,5109394^,5109052-,5109396^5109394-5109053^5109051-
17@-@5109394^5109052-@5109396^5109394-5109053^5109051-,17,-,5109394^,5109052-,5109396^5109394-5109053^5109051-
17@-@5109711^5109052-@5109713^5109711-5109053^5109051-,17,-,5109711^,5109052-,5109713^5109711-5109053^5109051-
17@-@28611567^28611481-@28611569^28611567-28611482^28611480-,17,-,28611567^,28611481-,28611569^28611567-28611482^28611480-
17@+@27647118^27647270-@27647117^27647119-27647270^27647272-,17,+,27647118^,27647270-,27647117^27647119-27647270^27647272-
17@-@27880274^27879490-@27880276^27880274-27879491^27879489-,17,-,27880274^,27879490-,27880276^27880274-27879491^27879489-
17@-@27772308^27771017-@27772310^27772308-27771018^27771016-,17,-,27772308^,27771017-,27772310^27772308-27771018^27771016-
17@-@3591187^3591116-@3591189^3591187-3591117^3591115-,17,-,3591187^,3591116-,3591189^3591187-3591117^3591115-
17@+@46923221^46923509-@46923220^46923222-46923509^46923511-,17,+,46923221^,46923509-,46923220^46923222-46923509^46923511-
17@-@63741741^63741663-@63741743^63741741-63741664^63741662-,17,-,63741741^,63741663-,63741743^63741741-63741664^63741662-
17@-@63710728^63710614-@63710730^63710728-63710615^63710613-,17,-,63710728^,63710614-,63710730^63710728-63710615^63710613-
17@-@63826567^63826304-@63826569^63826567-63826305^63826303-,17,-,63826567^,63826304-,63826569^63826567-63826305^63826303-
17@-@63826547^63826304-@63826549^63826547-63826305^63826303-,17,-,63826547^,63826304-,63826549^63826547-63826305^63826303-
17@-@63821030^63820938-@63821032^63821030-63820939^63820937-,17,-,63821030^,63820938-,63821032^63821030-63820939^63820937-
17@-@63872577^63872323-@63872579^63872577-63872324^63872322-,17,-,63872577^,63872323-,63872579^63872577-63872324^63872322-
17@-@63835412^63834800-@63835414^63835412-63834801^63834799-,17,-,63835412^,63834800-,63835414^63835412-63834801^63834799-
17@-@63835412^63834800-@63835414^63835412-63834801^63834799-,17,-,63835412^,63834800-,63835414^63835412-63834801^63834799-
17@-@63834705^63834575-@63834707^63834705-63834576^63834574-,17,-,63834705^,63834575-,63834707^63834705-63834576^63834574-
17@-@63834474^63834328-@63834476^63834474-63834329^63834327-,17,-,63834474^,63834328-,63834476^63834474-63834329^63834327-
17@-@63833909^63833722-@63833911^63833909-63833723^63833721-,17,-,63833909^,63833722-,63833911^63833909-63833723^63833721-
17@-@63833587^63833170-@63833589^63833587-63833171^63833169-,17,-,63833587^,63833170-,63833589^63833587-63833171^63833169-
17@-@63833069^63832991-@63833071^63833069-63832992^63832990-,17,-,63833069^,63832991-,63833071^63833069-63832992^63832990-
17@+@36578186^36579245-@36578185^36578187-36579245^36579247-,17,+,36578186^,36579245-,36578185^36578187-36579245^36579247-
17@-@7676521^7676403-@7676523^7676521-7676404^7676402-,17,-,7676521^,7676403-,7676523^7676521-7676404^7676402-
17@+@12635196^12637011-@12635195^12635197-12637011^12637013-,17,+,12635196^,12637011-,12635195^12635197-12637011^12637013-
